UserId,LifetimeDays,LifetimeMinutes
2580,3.6659722222222224,5279
2811,3.925,5652
2999,2.191666666666667,3156
3179,3.911111111111111,5632
3226,2.56875,3699
3475,2.275,3276
3698,2.3243055555555556,3347
4158,4.11875,5931
4161,0.8597222222222223,1238
4190,2.551388888888889,3674
4219,3.375,4860
4929,1.3791666666666667,1986
5614,3.7868055555555555,5453
6393,3.8152777777777778,5494
6623,4.175694444444445,6013
6773,1.8965277777777778,2731
7168,2.9916666666666667,4308
7417,0.20694444444444443,298
8105,4.188194444444444,6031
8803,3.170138888888889,4565
8928,3.8069444444444445,5482
8932,4.176388888888889,6014
9182,3.78125,5445
9564,2.709722222222222,3902
9879,4.095833333333333,5898
10081,2.4833333333333334,3576
10121,2.9715277777777778,4279
10230,2.7756944444444445,3997
10462,2.076388888888889,2990
10703,3.0548611111111112,4399
10914,1.1833333333333333,1704
11280,3.576388888888889,5150
11316,3.0909722222222222,4451
11500,3.6791666666666667,5298
11710,3.8965277777777776,5611
12006,3.723611111111111,5362
12367,2.911111111111111,4192
12471,3.6243055555555554,5219
12611,2.575,3708
12626,2.7729166666666667,3993
12715,3.232638888888889,4655
13261,4.133333333333334,5952
31,1.8840277777777779,2713
516,3.7680555555555557,5426
1139,3.8756944444444446,5581
1143,4.2555555555555555,6128
1270,2.9006944444444445,4177
1303,4.264583333333333,6141
1322,4.0055555555555555,5768
1339,2.8694444444444445,4132
1352,3.1215277777777777,4495
1618,2.1881944444444446,3151
1650,4.083333333333333,5880
1699,3.8402777777777777,5530
1903,4.075694444444444,5869
2393,1.325,1908
2572,2.113888888888889,3044
2711,4.161111111111111,5992
2776,3.5590277777777777,5125
2821,3.577777777777778,5152
2996,4.034027777777778,5809
3000,0.20208333333333334,291
3213,2.50625,3609
3352,4.154861111111111,5983
3488,3.7569444444444446,5410
3704,2.0548611111111112,2959
3761,3.259027777777778,4693
4391,1.0055555555555555,1448
4489,2.995138888888889,4313
5071,3.5881944444444445,5167
5117,3.170138888888889,4565
5173,4.172916666666667,6009
5287,3.998611111111111,5758
5345,3.2895833333333333,4737
5984,4.043055555555555,5822
6266,3.9916666666666667,5748
6482,1.9993055555555554,2879
6559,3.98125,5733
6622,3.8152777777777778,5494
6825,3.4784722222222224,5009
7281,3.8444444444444446,5536
7387,3.498611111111111,5038
7850,2.089583333333333,3009
7879,3.084722222222222,4442
8222,1.9395833333333334,2793
8257,4.180555555555555,6020
8407,1.695138888888889,2441
8924,2.1569444444444446,3106
9162,1.9527777777777777,2812
9383,4.1715277777777775,6007
9454,4.223611111111111,6082
9517,3.957638888888889,5699
9558,2.8819444444444446,4150
10708,1.0840277777777778,1561
10798,4.011111111111111,5776
10862,4.175694444444445,6013
11025,2.6659722222222224,3839
11393,2.838888888888889,4088
11639,3.372916666666667,4857
11800,1.5090277777777779,2173
11936,0.8319444444444445,1198
12139,2.9291666666666667,4218
12393,4.142361111111111,5965
12998,1.8090277777777777,2605
13009,4.199305555555555,6047
13060,3.9319444444444445,5662
13207,4.004861111111111,5767
13483,0.025694444444444443,37
85,1.1194444444444445,1612
137,3.9756944444444446,5725
251,3.4027777777777777,4900
451,2.9770833333333333,4287
580,2.286111111111111,3292
808,1.0673611111111112,1537
1265,3.9819444444444443,5734
1884,3.3986111111111112,4894
1975,2.2875,3294
2025,4.1722222222222225,6008
2231,3.0965277777777778,4459
2259,4.090972222222222,5891
2443,1.1090277777777777,1597
2488,3.3243055555555556,4787
2525,4.229166666666667,6090
2721,3.6791666666666667,5298
2748,4.186805555555556,6029
2923,3.171527777777778,4567
3089,4.073611111111111,5866
3098,1.51875,2187
3220,0.9722222222222222,1400
3490,3.7243055555555555,5363
3796,2.2534722222222223,3245
3876,2.7152777777777777,3910
3986,1.7208333333333334,2478
4042,2.9965277777777777,4315
4078,3.5652777777777778,5134
4186,4.1090277777777775,5917
4239,3.0493055555555557,4391
4364,1.1923611111111112,1717
4684,3.479861111111111,5011
4937,3.98125,5733
5074,0.9375,1350
5155,4.075,5868
5223,0.04722222222222222,68
5308,4.024305555555555,5795
5482,3.964583333333333,5709
6361,3.8666666666666667,5568
6597,3.1958333333333333,4602
6598,3.7979166666666666,5469
7066,2.6798611111111112,3859
7098,4.175694444444445,6013
7120,3.359027777777778,4837
7530,2.975,4284
7644,4.086805555555555,5885
7910,3.93125,5661
8109,0.7909722222222222,1139
8650,3.6680555555555556,5282
8743,3.1555555555555554,4544
8779,3.6590277777777778,5269
8911,3.873611111111111,5578
9071,3.970833333333333,5718
9169,3.7465277777777777,5395
9946,3.9854166666666666,5739
10468,3.2215277777777778,4639
10745,4.247222222222222,6116
10768,2.682638888888889,3863
11146,0.002777777777777778,4
11630,3.7402777777777776,5386
11713,2.9194444444444443,4204
12292,2.4770833333333333,3567
12366,1.89375,2727
13188,0.21041666666666667,303
13465,1.0569444444444445,1522
13508,0.07361111111111111,106
65,3.777083333333333,5439
458,4.2034722222222225,6053
879,3.74375,5391
883,0.29097222222222224,419
1223,4.1930555555555555,6038
1977,4.1506944444444445,5977
2096,3.4875,5022
2249,3.40625,4905
2392,4.190277777777778,6034
2622,3.477777777777778,5008
2655,3.98125,5733
2656,4.085416666666666,5883
2833,1.2805555555555554,1844
2924,1.7895833333333333,2577
3377,0.3548611111111111,511
3425,4.182638888888889,6023
3561,4.188194444444444,6031
3566,3.463888888888889,4988
3834,3.375,4860
3913,3.6631944444444446,5275
4000,2.6777777777777776,3856
4294,3.2256944444444446,4645
4307,2.332638888888889,3359
4383,4.059027777777778,5845
4957,4.1819444444444445,6022
5157,3.6729166666666666,5289
5217,2.259027777777778,3253
5433,3.7256944444444446,5365
5513,3.0118055555555556,4337
5578,2.5854166666666667,3723
5682,3.75,5400
5695,4.175,6012
5697,4.1715277777777775,6007
5740,4.243055555555555,6110
5907,3.363888888888889,4844
6154,4.186805555555556,6029
6301,3.7243055555555555,5363
6500,1.070138888888889,1541
6934,3.2666666666666666,4704
6962,2.298611111111111,3310
7152,3.579861111111111,5155
7324,0.20694444444444443,298
7333,4.173611111111111,6010
7576,3.098611111111111,4462
7661,3.6625,5274
8211,3.9930555555555554,5750
8501,4.267361111111111,6145
8577,1.7673611111111112,2545
8665,3.6756944444444444,5293
8678,3.504861111111111,5047
8716,4.076388888888889,5870
9153,3.4930555555555554,5030
9206,3.5569444444444445,5122
9403,4.180555555555555,6020
9597,3.910416666666667,5631
9647,3.5770833333333334,5151
9775,3.490972222222222,5027
10032,4.097916666666666,5901
10395,3.270138888888889,4709
10527,4.220138888888889,6077
10567,0.8263888888888888,1190
10632,3.313888888888889,4772
10788,3.5,5040
10815,1.9895833333333333,2865
10840,0.7263888888888889,1046
11352,0.8215277777777777,1183
11482,3.3097222222222222,4766
11520,3.8291666666666666,5514
11745,3.895138888888889,5609
11928,3.8847222222222224,5594
12210,0.08888888888888889,128
12249,3.8090277777777777,5485
12284,3.9590277777777776,5701
12322,0.004166666666666667,6
12607,4.074305555555555,5867
13225,2.7916666666666665,4020
13329,3.4993055555555554,5039
13398,0.7673611111111112,1105
13504,3.7729166666666667,5433
53,0.7902777777777777,1138
255,2.2875,3294
481,0.5673611111111111,817
588,0.6423611111111112,925
799,3.566666666666667,5136
804,0.9458333333333333,1362
898,3.877083333333333,5583
970,2.277083333333333,3279
1157,4.251388888888889,6122
2027,3.786111111111111,5452
2156,0.02013888888888889,29
2247,3.9131944444444446,5635
2559,2.9680555555555554,4274
2802,2.634027777777778,3793
2914,2.692361111111111,3877
3028,3.0520833333333335,4395
3042,3.26875,4707
3105,3.2631944444444443,4699
3631,3.2875,4734
3790,2.4055555555555554,3464
4092,3.995833333333333,5754
4357,4.1618055555555555,5993
4477,3.8666666666666667,5568
5110,3.9895833333333335,5745
5527,2.9520833333333334,4251
5847,4.254861111111111,6127
5995,3.6041666666666665,5190
6176,2.685416666666667,3867
6396,3.66875,5283
6552,2.9965277777777777,4315
6722,3.970138888888889,5717
6832,4.2652777777777775,6142
6864,3.564583333333333,5133
6866,1.7083333333333333,2460
6890,4.186805555555556,6029
6937,4.1715277777777775,6007
7109,4.15625,5985
7404,2.6659722222222224,3839
7567,3.785416666666667,5451
7584,4.044444444444444,5824
7810,0.27847222222222223,401
7892,4.184722222222222,6026
7987,2.123611111111111,3058
8229,2.189583333333333,3153
8701,2.776388888888889,3998
9181,3.7805555555555554,5444
9344,4.218055555555556,6074
9575,3.765277777777778,5422
9675,4.09375,5895
9914,4.25625,6129
10090,3.6006944444444446,5185
10257,4.235416666666667,6099
10264,4.13125,5949
10416,4.001388888888889,5762
10597,4.052777777777778,5836
10786,4.1,5904
11143,4.2625,6138
11243,3.0006944444444446,4321
12184,3.876388888888889,5582
12207,4.245138888888889,6113
12264,3.915277777777778,5638
12694,3.1958333333333333,4602
13468,2.442361111111111,3517
13500,4.186111111111111,6028
133,3.3402777777777777,4810
296,1.66875,2403
472,2.657638888888889,3827
853,1.4194444444444445,2044
1466,3.957638888888889,5699
1718,4.146527777777778,5971
1766,4.238194444444445,6103
1787,2.23125,3213
1888,3.376388888888889,4862
2035,4.013194444444444,5779
2238,3.661111111111111,5272
2542,4.207638888888889,6059
2874,1.5305555555555554,2204
3062,1.648611111111111,2374
3242,3.6791666666666667,5298
3306,2.886111111111111,4156
3691,3.8270833333333334,5511
4097,3.865972222222222,5567
4291,2.5118055555555556,3617
4396,2.852777777777778,4108
4583,3.9680555555555554,5714
4612,3.1944444444444446,4600
4799,4.261111111111111,6136
4838,4.2027777777777775,6052
4859,1.7090277777777778,2461
5061,2.0166666666666666,2904
5100,0.5111111111111111,736
5140,4.102083333333334,5907
5178,3.426388888888889,4934
5670,3.5993055555555555,5183
5929,0.5736111111111111,826
6010,1.3006944444444444,1873
6376,2.925,4212
6557,4.185416666666667,6027
7206,2.020138888888889,2909
7222,3.0944444444444446,4456
7736,4.106944444444444,5914
8249,2.696527777777778,3883
8409,4.1618055555555555,5993
8450,1.1944444444444444,1720
8482,4.26875,6147
8534,4.033333333333333,5808
8612,3.379166666666667,4866
8640,4.188888888888889,6032
8857,3.1104166666666666,4479
8927,3.051388888888889,4394
8950,4.183333333333334,6024
9338,4.197916666666667,6045
9475,4.084722222222222,5882
9721,4.188888888888889,6032
10013,1.6909722222222223,2435
10128,4.025,5796
10605,2.6569444444444446,3826
10611,3.9659722222222222,5711
10882,4.232638888888889,6095
11014,4.228472222222222,6089
11287,4.091666666666667,5892
11402,3.4722222222222223,5000
11459,2.0388888888888888,2936
11487,2.775,3996
11550,2.082638888888889,2999
12260,3.307638888888889,4763
12530,3.797222222222222,5468
12717,4.186805555555556,6029
13313,4.086111111111111,5884
13544,2.571527777777778,3703
78,4.113888888888889,5924
322,4.19375,6039
513,0.0020833333333333333,3
918,3.761111111111111,5416
1005,3.4930555555555554,5030
1016,3.5027777777777778,5044
1133,3.6284722222222223,5225
1808,2.7069444444444444,3898
2396,4.195138888888889,6041
2848,3.4715277777777778,4999
3577,3.770138888888889,5429
3657,2.5743055555555556,3707
3703,2.7708333333333335,3990
4167,2.5875,3726
4531,2.19375,3159
4624,3.673611111111111,5290
4697,4.1722222222222225,6008
5030,0.7027777777777777,1012
5211,1.488888888888889,2144
5457,3.06875,4419
5692,3.2840277777777778,4729
5867,3.8604166666666666,5559
5920,3.4743055555555555,5003
5949,2.6055555555555556,3752
6082,3.8555555555555556,5552
6142,3.9298611111111112,5659
6378,2.13125,3069
6678,0.39375,567
6911,1.5131944444444445,2179
7283,3.1645833333333333,4557
7912,4.177083333333333,6015
8051,2.1305555555555555,3068
8145,4.0,5760
8146,1.2013888888888888,1730
8231,0.31805555555555554,458
8627,4.159027777777778,5989
8664,4.25625,6129
8845,3.4756944444444446,5005
9018,3.2888888888888888,4736
9258,3.9819444444444443,5734
9433,3.9694444444444446,5716
9470,1.429861111111111,2059
9731,0.5576388888888889,803
9867,0.2798611111111111,403
9925,1.4097222222222223,2030
10143,3.477777777777778,5008
10183,4.038194444444445,5815
10267,3.703472222222222,5333
10366,3.9604166666666667,5703
10443,2.18125,3141
10530,3.7104166666666667,5343
10532,3.9680555555555554,5714
10558,4.076388888888889,5870
10947,2.915277777777778,4198
11024,3.6729166666666666,5289
11194,2.451388888888889,3530
11894,3.4881944444444444,5023
12118,3.748611111111111,5398
12238,4.117361111111111,5929
12344,3.015277777777778,4342
12559,4.177777777777778,6016
12723,4.2659722222222225,6143
12727,3.8555555555555556,5552
12757,4.177083333333333,6015
321,4.184722222222222,6026
362,3.4916666666666667,5028
613,1.5125,2178
633,3.98125,5733
673,4.014583333333333,5781
857,0.6006944444444444,865
961,3.782638888888889,5447
974,4.105555555555555,5912
1160,2.952777777777778,4252
1533,0.22361111111111112,322
2479,0.45694444444444443,658
2564,1.3131944444444446,1891
2625,4.1625,5994
2971,4.075694444444444,5869
3087,3.384027777777778,4873
3149,4.195833333333334,6042
4061,3.884027777777778,5593
4119,3.595833333333333,5178
4126,3.8,5472
4259,4.1618055555555555,5993
4512,0.7840277777777778,1129
4725,2.470138888888889,3557
5222,2.966666666666667,4272
5251,4.175694444444445,6013
5427,2.0479166666666666,2949
5529,2.2284722222222224,3209
5543,4.24375,6111
5934,0.7444444444444445,1072
6108,3.775,5436
6145,4.054861111111111,5839
6237,3.26875,4707
6939,2.99375,4311
7131,1.0465277777777777,1507
7169,3.1631944444444446,4555
7817,4.071527777777778,5863
8042,2.495138888888889,3593
8085,4.05,5832
8628,0.5083333333333333,732
9035,3.90625,5625
9324,3.761111111111111,5416
9488,3.379861111111111,4867
9898,4.2243055555555555,6083
10022,4.186111111111111,6028
10195,3.963888888888889,5708
10293,4.1875,6030
10303,4.250694444444444,6121
10435,3.1847222222222222,4586
10912,1.7881944444444444,2575
11405,4.1715277777777775,6007
11468,3.578472222222222,5153
12085,0.007638888888888889,11
12315,0.7,1008
12401,1.6465277777777778,2371
12436,3.9916666666666667,5748
12523,1.8909722222222223,2723
13022,4.179166666666666,6018
13214,4.25,6120
13528,2.8805555555555555,4148
375,2.3055555555555554,3320
593,4.18125,6021
597,2.848611111111111,4102
876,3.8784722222222223,5585
976,1.8923611111111112,2725
1199,3.4972222222222222,5036
1212,3.59375,5175
1417,2.467361111111111,3553
1468,3.1416666666666666,4524
1653,3.90625,5625
1743,3.595138888888889,5177
2173,3.28125,4725
2513,0.48819444444444443,703
2797,1.820138888888889,2621
2835,3.6951388888888888,5321
3441,2.577777777777778,3712
3601,3.975,5724
4182,4.2340277777777775,6097
4401,4.225694444444445,6085
4474,4.075,5868
4713,0.7819444444444444,1126
4762,4.073611111111111,5866
4782,4.19375,6039
4796,3.7756944444444445,5437
4798,2.7916666666666665,4020
4923,1.3972222222222221,2012
5235,3.821527777777778,5503
5298,2.4993055555555554,3599
5375,4.052083333333333,5835
5383,3.734027777777778,5377
5571,4.1375,5958
5916,3.1555555555555554,4544
6157,0.001388888888888889,2
6188,0.6270833333333333,903
6689,2.736111111111111,3940
6732,1.7354166666666666,2499
6913,1.4569444444444444,2098
7092,3.7111111111111112,5344
7132,4.052083333333333,5835
7342,2.83125,4077
7726,0.011805555555555555,17
8350,2.1944444444444446,3160
9006,4.248611111111111,6118
9730,6.944444444444445E-4,1
9968,3.9743055555555555,5723
11452,3.6944444444444446,5320
11478,3.7305555555555556,5372
11589,4.243055555555555,6110
11609,4.080555555555556,5876
11642,2.7625,3978
11885,1.988888888888889,2864
11954,4.1722222222222225,6008
12007,3.9791666666666665,5730
12008,0.9854166666666667,1419
12014,0.8243055555555555,1187
12169,3.6416666666666666,5244
12336,3.3048611111111112,4759
13003,3.61875,5211
13046,3.7847222222222223,5450
13172,4.185416666666667,6027
13288,4.134722222222222,5954
13494,3.6791666666666667,5298
13516,3.6902777777777778,5314
108,4.182638888888889,6023
155,2.535416666666667,3651
683,3.8847222222222224,5594
744,4.1715277777777775,6007
950,1.7215277777777778,2479
1331,3.1756944444444444,4573
1525,3.1875,4590
1561,3.892361111111111,5605
1700,4.248611111111111,6118
1863,3.6625,5274
2294,2.688888888888889,3872
2606,4.227777777777778,6088
2739,4.086805555555555,5885
3124,0.6034722222222222,869
3431,2.392361111111111,3445
3436,3.4819444444444443,5014
3661,3.9569444444444444,5698
3843,3.5944444444444446,5176
3844,3.3201388888888888,4781
4418,4.091666666666667,5892
4452,0.011805555555555555,17
4773,3.3875,4878
5605,4.105555555555555,5912
5771,2.4,3456
5827,4.252083333333333,6123
5962,4.236111111111111,6100
6213,4.063194444444444,5851
6754,1.1041666666666667,1590
7202,3.7868055555555555,5453
7218,2.0805555555555557,2996
7359,3.2534722222222223,4685
7481,3.6729166666666666,5289
7497,3.1,4464
7571,2.0194444444444444,2908
7865,4.028472222222222,5801
8003,3.5076388888888888,5051
8423,3.6708333333333334,5286
8458,3.872916666666667,5577
8755,2.988888888888889,4304
8935,3.329861111111111,4795
9097,3.7506944444444446,5401
9405,3.7618055555555556,5417
9435,3.5930555555555554,5174
9492,1.2055555555555555,1736
9640,4.123611111111111,5938
10162,2.4902777777777776,3586
10715,4.170833333333333,6006
10898,3.783333333333333,5448
11059,4.163888888888889,5996
11121,4.090972222222222,5891
11327,2.990972222222222,4307
11911,3.4819444444444443,5014
12182,4.001388888888889,5762
12384,1.0965277777777778,1579
12542,4.081944444444445,5878
12943,3.482638888888889,5015
34,3.925,5652
193,4.09375,5895
211,3.691666666666667,5316
368,1.10625,1593
530,3.963888888888889,5708
642,4.15625,5985
796,3.5854166666666667,5163
1068,2.651388888888889,3818
1198,3.172222222222222,4568
1344,4.136111111111111,5956
1404,3.5659722222222223,5135
1537,3.182638888888889,4583
1675,4.179166666666666,6018
1924,3.3715277777777777,4855
2200,4.190277777777778,6034
2225,4.264583333333333,6141
2663,2.2555555555555555,3248
2888,3.8305555555555557,5516
3152,6.944444444444445E-4,1
3235,1.125,1620
4132,3.3090277777777777,4765
4172,3.821527777777778,5503
4263,3.873611111111111,5578
4321,1.70625,2457
4517,2.795138888888889,4025
5038,3.3930555555555557,4886
5367,4.239583333333333,6105
5417,3.870138888888889,5573
6005,0.6444444444444445,928
6124,3.8055555555555554,5480
6204,1.6409722222222223,2363
6639,2.46875,3555
7103,2.9166666666666665,4200
7499,3.6486111111111112,5254
7562,4.192361111111111,6037
7587,2.0756944444444443,2989
7647,0.6020833333333333,867
8011,4.220138888888889,6077
8172,4.261111111111111,6136
8354,4.080555555555556,5876
8396,4.172916666666667,6009
8429,3.370138888888889,4853
8464,3.25625,4689
8961,3.175,4572
9209,3.786111111111111,5452
9562,4.258333333333334,6132
9641,4.24375,6111
10168,4.184027777777778,6025
10241,4.151388888888889,5978
10290,3.589583333333333,5169
10334,3.459722222222222,4982
10371,3.261111111111111,4696
11057,1.2201388888888889,1757
11183,3.127083333333333,4503
11333,3.3020833333333335,4755
11346,2.6777777777777776,3856
11450,1.5055555555555555,2168
11578,3.7,5328
11627,1.3763888888888889,1982
11835,3.071527777777778,4423
11876,1.6923611111111112,2437
11897,2.511111111111111,3616
11909,3.4006944444444445,4897
11941,2.4451388888888888,3521
12080,2.783333333333333,4008
12179,4.253472222222222,6125
12355,0.9548611111111112,1375
12494,3.3159722222222223,4775
12566,3.3819444444444446,4870
12755,2.879861111111111,4147
12782,4.154166666666667,5982
12796,2.8944444444444444,4168
12837,2.8194444444444446,4060
12854,3.847916666666667,5541
13066,0.6444444444444445,928
13170,3.9659722222222222,5711
13368,3.466666666666667,4992
101,3.6847222222222222,5306
115,4.070138888888889,5861
126,4.2375,6102
756,0.1125,162
772,0.2152777777777778,310
1165,4.207638888888889,6059
1183,3.9770833333333333,5727
1378,2.6020833333333333,3747
1500,3.2958333333333334,4746
1745,3.9555555555555557,5696
1823,3.352777777777778,4828
2003,4.258333333333334,6132
2261,4.080555555555556,5876
2342,3.7402777777777776,5386
2771,2.673611111111111,3850
2907,4.164583333333334,5997
3043,4.175694444444445,6013
3198,0.5,720
4153,3.4854166666666666,5019
4181,3.7534722222222223,5405
4415,3.966666666666667,5712
4683,3.2993055555555557,4751
4865,4.218055555555556,6074
4917,1.6868055555555554,2429
4992,4.206944444444445,6058
5597,3.9034722222222222,5621
5918,2.790277777777778,4018
5926,2.4819444444444443,3574
6056,3.702777777777778,5332
6419,4.147222222222222,5972
6737,3.2604166666666665,4695
6933,1.0145833333333334,1461
7118,3.376388888888889,4862
7173,1.4965277777777777,2155
7602,4.032638888888889,5807
7744,3.61875,5211
8442,3.0972222222222223,4460
8536,3.8819444444444446,5590
8689,3.397222222222222,4892
8776,4.241666666666666,6108
8887,3.4881944444444444,5023
9957,4.089583333333334,5889
10018,4.260416666666667,6135
10180,3.9277777777777776,5656
10626,0.5638888888888889,812
11106,4.166666666666667,6000
11119,1.2645833333333334,1821
11174,3.3055555555555554,4760
11708,3.717361111111111,5353
11808,4.054861111111111,5839
12127,1.5638888888888889,2252
12267,4.195138888888889,6041
12362,6.944444444444445E-4,1
13220,1.898611111111111,2734
13377,4.075,5868
81,3.9791666666666665,5730
385,4.261805555555555,6137
830,2.4555555555555557,3536
847,3.975,5724
874,3.9006944444444445,5617
939,4.16875,6003
1226,0.90625,1305
1259,3.417361111111111,4921
1869,4.083333333333333,5880
2007,3.567361111111111,5137
2212,1.1263888888888889,1622
2484,3.7909722222222224,5459
2662,3.786111111111111,5452
3008,4.250694444444444,6121
3026,4.220138888888889,6077
3313,0.8861111111111111,1276
3538,4.165972222222222,5999
3611,4.081944444444445,5878
3936,3.4631944444444445,4987
4088,2.4277777777777776,3496
4169,4.163194444444445,5995
4293,3.48125,5013
4637,2.484722222222222,3578
4896,0.4076388888888889,587
5055,4.177083333333333,6015
5151,1.2597222222222222,1814
5254,0.7256944444444444,1045
5447,0.029861111111111113,43
5452,4.2555555555555555,6128
5490,3.5430555555555556,5102
5585,1.8319444444444444,2638
5699,3.9444444444444446,5680
5785,4.204166666666667,6054
6460,4.215277777777778,6070
6664,1.4645833333333333,2109
6741,4.211805555555555,6065
6953,4.182638888888889,6023
7048,3.767361111111111,5425
7331,2.828472222222222,4073
7533,4.200694444444444,6049
7550,4.094444444444444,5896
7604,4.2652777777777775,6142
7649,3.651388888888889,5258
7666,3.188888888888889,4592
8001,1.4013888888888888,2018
8243,3.75625,5409
8325,4.200694444444444,6049
8352,3.8930555555555557,5606
8412,2.3201388888888888,3341
8654,2.2819444444444446,3286
8681,2.6,3744
8698,4.080555555555556,5876
8977,4.170833333333333,6006
9217,3.8631944444444444,5563
9255,2.140972222222222,3083
9293,3.767361111111111,5425
9416,2.685416666666667,3867
10096,3.5493055555555557,5111
10272,2.2118055555555554,3185
10422,3.9631944444444445,5707
10587,2.9715277777777778,4279
10727,3.472916666666667,5001
10994,3.859722222222222,5558
11072,3.386111111111111,4876
11234,3.870833333333333,5574
11286,3.7840277777777778,5449
11541,0.32569444444444445,469
11672,4.166666666666667,6000
11912,3.571527777777778,5143
12287,2.5722222222222224,3704
12328,0.42083333333333334,606
12447,2.8333333333333335,4080
13027,3.111111111111111,4480
13054,3.172222222222222,4568
13109,2.71875,3915
28,4.2652777777777775,6142
183,6.944444444444445E-4,1
210,3.661111111111111,5272
436,3.8569444444444443,5554
1031,1.1548611111111111,1663
1175,3.76875,5427
1201,4.18125,6021
1426,3.18125,4581
1441,3.752083333333333,5403
1496,4.1722222222222225,6008
1892,4.158333333333333,5988
2052,4.085416666666666,5883
2079,3.2625,4698
2180,3.941666666666667,5676
2209,4.25,6120
2313,1.4,2016
2463,3.9590277777777776,5701
2522,3.4583333333333335,4980
2683,1.7006944444444445,2449
3234,4.098611111111111,5902
3445,4.174305555555556,6011
3685,2.604861111111111,3751
3841,0.001388888888888889,2
4208,2.3631944444444444,3403
4326,4.025,5796
4443,3.977777777777778,5728
4918,0.8909722222222223,1283
4958,0.5909722222222222,851
5152,2.0965277777777778,3019
5936,4.186111111111111,6028
5961,2.775,3996
5981,3.047222222222222,4388
6095,3.6569444444444446,5266
6319,1.9909722222222221,2867
7188,4.188888888888889,6032
7325,2.0,2880
7460,4.247222222222222,6116
7522,3.7090277777777776,5341
7599,3.6868055555555554,5309
7613,3.95625,5697
7800,3.290277777777778,4738
7818,4.177777777777778,6016
7935,1.582638888888889,2279
8116,0.16111111111111112,232
8478,1.8409722222222222,2651
8514,3.7645833333333334,5421
8827,4.165277777777778,5998
8976,2.526388888888889,3638
8999,4.1722222222222225,6008
9207,3.98125,5733
9384,3.879166666666667,5586
9441,4.133333333333334,5952
9450,4.107638888888889,5915
9714,3.120833333333333,4494
9781,1.86875,2691
9926,3.4770833333333333,5007
10011,0.3020833333333333,435
10075,3.259027777777778,4693
10234,3.5993055555555555,5183
10254,0.009722222222222222,14
10295,4.236111111111111,6100
10345,4.269444444444445,6148
10414,4.1819444444444445,6022
10502,2.5625,3690
10651,0.20416666666666666,294
10979,3.986111111111111,5740
11103,0.7013888888888888,1010
11237,1.4965277777777777,2155
11467,3.4743055555555555,5003
11558,0.05277777777777778,76
11571,3.8958333333333335,5610
11838,3.9138888888888888,5636
12030,0.7847222222222222,1130
12055,2.634027777777778,3793
12077,3.6486111111111112,5254
12961,1.1847222222222222,1706
13045,3.73125,5373
13195,3.484722222222222,5018
